record_type	key	value	sha256	detail
runner-command	C0619	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S06-linear-oklab.typ /tmp/p1268/oracle_v3/binaries/repeat/S06-linear-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0620	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.linear((black, 0%), (white, 3.2258064516129%), (red, 6.45161290322581%), (rgb(0, 255, 0), 9.67741935483871%), (blue, 12.9032258064516%), (rgb(0, 255, 255), 16.1290322580645%), (rgb(255, 0, 255), 19.3548387096774%), (yellow, 22.5806451612903%), (black, 25.8064516129032%), (white, 29.0322580645161%), (red, 32.258064516129%), (rgb(0, 255, 0), 35.4838709677419%), (blue, 38.7096774193548%), (rgb(0, 255, 255), 41.9354838709677%), (rgb(255, 0, 255), 45.1612903225806%), (yellow, 48.3870967741936%), (black, 51.6129032258064%), (white, 54.8387096774194%), (red, 58.0645161290323%), (rgb(0, 255, 0), 61.2903225806452%), (blue, 64.5161290322581%), (rgb(0, 255, 255), 67.741935483871%), (rgb(255, 0, 255), 70.9677419354839%), (yellow, 74.1935483870968%), (black, 77.4193548387097%), (white, 80.6451612903226%), (red, 83.8709677419355%), (rgb(0, 255, 0), 87.0967741935484%), (blue, 90.3225806451613%), (rgb(0, 255, 255), 93.5483870967742%), (rgb(255, 0, 255), 96.7741935483871%), (yellow, 100%), space: color.oklab, angle: 450deg); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	53acf45deb37f78770ed1415e9c5a8cee7192863780bec430a3425ded1bdd017	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0621	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S06-radial-oklab.typ /tmp/p1268/oracle_v3/binaries/repeat/S06-radial-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0622	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.radial((black, 0%), (white, 3.2258064516129%), (red, 6.45161290322581%), (rgb(0, 255, 0), 9.67741935483871%), (blue, 12.9032258064516%), (rgb(0, 255, 255), 16.1290322580645%), (rgb(255, 0, 255), 19.3548387096774%), (yellow, 22.5806451612903%), (black, 25.8064516129032%), (white, 29.0322580645161%), (red, 32.258064516129%), (rgb(0, 255, 0), 35.4838709677419%), (blue, 38.7096774193548%), (rgb(0, 255, 255), 41.9354838709677%), (rgb(255, 0, 255), 45.1612903225806%), (yellow, 48.3870967741936%), (black, 51.6129032258064%), (white, 54.8387096774194%), (red, 58.0645161290323%), (rgb(0, 255, 0), 61.2903225806452%), (blue, 64.5161290322581%), (rgb(0, 255, 255), 67.741935483871%), (rgb(255, 0, 255), 70.9677419354839%), (yellow, 74.1935483870968%), (black, 77.4193548387097%), (white, 80.6451612903226%), (red, 83.8709677419355%), (rgb(0, 255, 0), 87.0967741935484%), (blue, 90.3225806451613%), (rgb(0, 255, 255), 93.5483870967742%), (rgb(255, 0, 255), 96.7741935483871%), (yellow, 100%), space: color.oklab, center: (120%, -20%), radius: 100%, focal-center: (120%, -20%), focal-radius: 0%); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	9938aec87c5298747ea6515fea70ca1e40bdd62f8463014c742b3e009d4a2826	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0623	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S06-linear-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/repeat/S06-linear-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0624	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.linear((black, 0%), (white, 3.2258064516129%), (red, 6.45161290322581%), (rgb(0, 255, 0), 9.67741935483871%), (blue, 12.9032258064516%), (rgb(0, 255, 255), 16.1290322580645%), (rgb(255, 0, 255), 19.3548387096774%), (yellow, 22.5806451612903%), (black, 25.8064516129032%), (white, 29.0322580645161%), (red, 32.258064516129%), (rgb(0, 255, 0), 35.4838709677419%), (blue, 38.7096774193548%), (rgb(0, 255, 255), 41.9354838709677%), (rgb(255, 0, 255), 45.1612903225806%), (yellow, 48.3870967741936%), (black, 51.6129032258064%), (white, 54.8387096774194%), (red, 58.0645161290323%), (rgb(0, 255, 0), 61.2903225806452%), (blue, 64.5161290322581%), (rgb(0, 255, 255), 67.741935483871%), (rgb(255, 0, 255), 70.9677419354839%), (yellow, 74.1935483870968%), (black, 77.4193548387097%), (white, 80.6451612903226%), (red, 83.8709677419355%), (rgb(0, 255, 0), 87.0967741935484%), (blue, 90.3225806451613%), (rgb(0, 255, 255), 93.5483870967742%), (rgb(255, 0, 255), 96.7741935483871%), (yellow, 100%), space: color.linear-rgb, angle: 450deg); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	78ac8a6e4794fc5f40a77ad6dedd93743e1af3f286cbc45ac478f97818911751	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0625	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S06-radial-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/repeat/S06-radial-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0626	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.radial((black, 0%), (white, 3.2258064516129%), (red, 6.45161290322581%), (rgb(0, 255, 0), 9.67741935483871%), (blue, 12.9032258064516%), (rgb(0, 255, 255), 16.1290322580645%), (rgb(255, 0, 255), 19.3548387096774%), (yellow, 22.5806451612903%), (black, 25.8064516129032%), (white, 29.0322580645161%), (red, 32.258064516129%), (rgb(0, 255, 0), 35.4838709677419%), (blue, 38.7096774193548%), (rgb(0, 255, 255), 41.9354838709677%), (rgb(255, 0, 255), 45.1612903225806%), (yellow, 48.3870967741936%), (black, 51.6129032258064%), (white, 54.8387096774194%), (red, 58.0645161290323%), (rgb(0, 255, 0), 61.2903225806452%), (blue, 64.5161290322581%), (rgb(0, 255, 255), 67.741935483871%), (rgb(255, 0, 255), 70.9677419354839%), (yellow, 74.1935483870968%), (black, 77.4193548387097%), (white, 80.6451612903226%), (red, 83.8709677419355%), (rgb(0, 255, 0), 87.0967741935484%), (blue, 90.3225806451613%), (rgb(0, 255, 255), 93.5483870967742%), (rgb(255, 0, 255), 96.7741935483871%), (yellow, 100%), space: color.linear-rgb, center: (120%, -20%), radius: 100%, focal-center: (120%, -20%), focal-radius: 0%); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	c7b6276782383a8dca2914a79f3ab77beb73bb971cec806ecdfde49806057f62	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0627	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S07-linear-oklab.typ /tmp/p1268/oracle_v3/binaries/repeat/S07-linear-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0628	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.linear((red, 0%), (red, 0%), (rgb(46, 204, 64), 100%), space: color.oklab, angle: 0.0001deg); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	72a982d23a82b940d155b33bb15c32ce0e5af7d2b7f60ef03b692b043727a5e9	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0629	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S07-radial-oklab.typ /tmp/p1268/oracle_v3/binaries/repeat/S07-radial-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0630	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.radial((red, 0%), (red, 0%), (rgb(46, 204, 64), 100%), space: color.oklab, center: (50%, 50%), radius: 50%, focal-center: (50%, 50%), focal-radius: 0%); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	0cbcc9cbf7022229c430efe10adf7c479fce37ce4fa9d1dc28430c18dbb793a6	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0631	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S07-linear-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/repeat/S07-linear-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0632	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.linear((red, 0%), (red, 0%), (rgb(46, 204, 64), 100%), space: color.linear-rgb, angle: 0.0001deg); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	a92c16239dbf2b4a1b3ec1d493832ec4a13d9f6a4b3c616b5411f1ffc26073a7	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0633	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S07-radial-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/repeat/S07-radial-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0634	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.radial((red, 0%), (red, 0%), (rgb(46, 204, 64), 100%), space: color.linear-rgb, center: (50%, 50%), radius: 50%, focal-center: (50%, 50%), focal-radius: 0%); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	916da4099771ccbb636373af36542db2f5b477efc10d1534f52dadbe4f928830	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0635	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S08-linear-oklab.typ /tmp/p1268/oracle_v3/binaries/repeat/S08-linear-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0636	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.linear((red, 0%), (rgb(46, 204, 64).transparentize(60%), 50%), (blue, 50%), (blue, 100%), space: color.oklab, angle: 89.9999deg); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	d92bcd87efd5f7437c8d9c695c304859cfee9bdc0cdc973f9d31ae3c7e84ed4d	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0637	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S08-radial-oklab.typ /tmp/p1268/oracle_v3/binaries/repeat/S08-radial-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0638	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.radial((red, 0%), (rgb(46, 204, 64).transparentize(60%), 50%), (blue, 50%), (blue, 100%), space: color.oklab, center: (50%, 50%), radius: 65%, focal-center: (30%, 40%), focal-radius: 10%); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	1cb3cea88a92ab3f1bdcb01fb95a1c206f1075900f6ab792927e84f97cf6794d	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0639	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S08-linear-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/repeat/S08-linear-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0640	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.linear((red, 0%), (rgb(46, 204, 64).transparentize(60%), 50%), (blue, 50%), (blue, 100%), space: color.linear-rgb, angle: 89.9999deg); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	fa5c82af09ee5f7ad2610939a5079d582e467b262fbe246a9d07d5ed242c1bf6	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0641	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S08-radial-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/repeat/S08-radial-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0642	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.radial((red, 0%), (rgb(46, 204, 64).transparentize(60%), 50%), (blue, 50%), (blue, 100%), space: color.linear-rgb, center: (50%, 50%), radius: 65%, focal-center: (30%, 40%), focal-radius: 10%); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	748d87ab81d3c9634972673514c40f916440b1b3286a4e8405ee30ffacaaddf7	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0643	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S09-linear-oklab.typ /tmp/p1268/oracle_v3/binaries/repeat/S09-linear-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0644	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.linear((red, 0%), (rgb(46, 204, 64), 33.3333333333333%), (blue.transparentize(100%), 66.6666666666667%), (yellow.transparentize(100%), 100%), (yellow.transparentize(100%), 100%), space: color.oklab, angle: 180deg); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	cd9501d0a8d1331edd27bb34c4fd3c75f5bfe1f7be4b04f62a1b6b9814489abd	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0645	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S09-radial-oklab.typ /tmp/p1268/oracle_v3/binaries/repeat/S09-radial-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0646	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.radial((red, 0%), (rgb(46, 204, 64), 33.3333333333333%), (blue.transparentize(100%), 66.6666666666667%), (yellow.transparentize(100%), 100%), (yellow.transparentize(100%), 100%), space: color.oklab, center: (50%, 50%), radius: 60%, focal-center: (40%, 50%), focal-radius: 15%); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	5c90e371e4128978f05b95d90ec8df6b8aad5c47b680e4eb354a014fac68d395	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0647	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S09-linear-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/repeat/S09-linear-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0648	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.linear((red, 0%), (rgb(46, 204, 64), 33.3333333333333%), (blue.transparentize(100%), 66.6666666666667%), (yellow.transparentize(100%), 100%), (yellow.transparentize(100%), 100%), space: color.linear-rgb, angle: 180deg); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	fbe986030e69794a5deb51a789d75acf3d5ac6e97ac0bfbe65f45cf983f28b5b	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0649	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S09-radial-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/repeat/S09-radial-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0650	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.radial((red, 0%), (rgb(46, 204, 64), 33.3333333333333%), (blue.transparentize(100%), 66.6666666666667%), (yellow.transparentize(100%), 100%), (yellow.transparentize(100%), 100%), space: color.linear-rgb, center: (50%, 50%), radius: 60%, focal-center: (40%, 50%), focal-radius: 15%); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	330685a40ce92d945e67ac643ea9ddd0023c45b699724968ca475e52789e6b12	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0651	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S10-linear-oklab.typ /tmp/p1268/oracle_v3/binaries/repeat/S10-linear-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0652	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.linear((red.transparentize(99%), 0%), (rgb(46, 204, 64).transparentize(99%), 16.6666666666667%), (blue.transparentize(99%), 33.3333333333333%), (yellow.transparentize(99%), 50%), (red.transparentize(99%), 50.0001%), (rgb(46, 204, 64).transparentize(99%), 66.6667333333333%), (blue.transparentize(99%), 83.3333666666667%), (yellow.transparentize(99%), 100%), space: color.oklab, angle: 359.9999deg); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	230ef11364b1dd199474677696f35412be0ffed39f5c83137cbc0ea83401114f	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0653	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S10-radial-oklab.typ /tmp/p1268/oracle_v3/binaries/repeat/S10-radial-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0654	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.radial((red.transparentize(99%), 0%), (rgb(46, 204, 64).transparentize(99%), 16.6666666666667%), (blue.transparentize(99%), 33.3333333333333%), (yellow.transparentize(99%), 50%), (red.transparentize(99%), 50.0001%), (rgb(46, 204, 64).transparentize(99%), 66.6667333333333%), (blue.transparentize(99%), 83.3333666666667%), (yellow.transparentize(99%), 100%), space: color.oklab, center: (50%, 50%), radius: 50%, focal-center: (93.9%, 50%), focal-radius: 6%); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	227dc00c2ed51b1b908da6da0f0865341007979d313d353994bf0833df8d4f78	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0655	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S10-linear-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/repeat/S10-linear-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0656	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.linear((red.transparentize(99%), 0%), (rgb(46, 204, 64).transparentize(99%), 16.6666666666667%), (blue.transparentize(99%), 33.3333333333333%), (yellow.transparentize(99%), 50%), (red.transparentize(99%), 50.0001%), (rgb(46, 204, 64).transparentize(99%), 66.6667333333333%), (blue.transparentize(99%), 83.3333666666667%), (yellow.transparentize(99%), 100%), space: color.linear-rgb, angle: 359.9999deg); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	11066fb3e527e1ec00650b3e0e0a456e7fdb877deead1b4f79bf5ea3d8776f13	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0657	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S10-radial-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/repeat/S10-radial-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0658	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.radial((red.transparentize(99%), 0%), (rgb(46, 204, 64).transparentize(99%), 16.6666666666667%), (blue.transparentize(99%), 33.3333333333333%), (yellow.transparentize(99%), 50%), (red.transparentize(99%), 50.0001%), (rgb(46, 204, 64).transparentize(99%), 66.6667333333333%), (blue.transparentize(99%), 83.3333666666667%), (yellow.transparentize(99%), 100%), space: color.linear-rgb, center: (50%, 50%), radius: 50%, focal-center: (93.9%, 50%), focal-radius: 6%); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	0c45663dd56e52be25b4efda913f58b63f2d7f2f24fa38ab873cc82c7ce6dece	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0659	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S11-linear-oklab.typ /tmp/p1268/oracle_v3/binaries/repeat/S11-linear-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
